,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,label(ppm)
40,0.170741,0.170419,0.170419,0.170419,0.170097,0.170097,0.170419,0.170097,0.170419,0.170741,0.170419,0.170097,0.170097,0.170419,0.170097,0.169775,0.16913,0.170097,0.170741,0.16913,1.101944,2.292529,2.640844,2.752652,2.79164,2.802596,2.805818,2.795507,2.798085,2.796151,2.794862,2.795185,2.795829,2.796151,2.796151,2.79454,2.783907,2.785518,2.785196,2.784874,2.784552,2.785196,2.78584,2.784874,2.774563,2.776818,2.774885,2.775207,2.776496,2.775852,2.387582,1.093244,0.520989,0.313805,0.235829,0.202963,0.18943,0.181697,0.179119,0.176864,0.175897,0.17493,0.17493,0.173964,0.173319,0.173319,0.172997,0.172997,0.173319,0.173964,100
41,0.170741,0.170741,0.170741,0.171708,0.171064,0.170419,0.169775,0.170741,0.170741,0.170419,0.170097,0.171064,0.170097,0.170097,0.172353,0.170419,0.171386,0.170741,0.170741,0.170419,0.680164,2.153654,2.598633,2.739441,2.786807,2.801951,2.799696,2.799696,2.800985,2.801307,2.80034,2.80034,2.789707,2.791963,2.789385,2.790996,2.790351,2.790351,2.790674,2.785196,2.780363,2.781329,2.778752,2.780685,2.780041,2.780363,2.780363,2.779074,2.769407,2.772307,2.468458,1.137709,0.536456,0.319283,0.238084,0.205218,0.190397,0.182663,0.180086,0.177186,0.176541,0.175897,0.174608,0.17493,0.173964,0.174286,0.173964,0.173319,0.172675,0.173319,100
42,0.170419,0.170097,0.170741,0.170419,0.170741,0.171386,0.170419,0.170419,0.170741,0.170419,0.170741,0.170741,0.170419,0.169775,0.170741,0.170097,0.170419,0.170097,0.170419,0.171386,0.930203,2.240008,2.625055,2.747819,2.789063,2.793896,2.799696,2.799051,2.798085,2.798729,2.79744,2.797118,2.796474,2.796151,2.786485,2.78584,2.786485,2.784874,2.784874,2.783585,2.783585,2.782941,2.782618,2.781652,2.781974,2.771341,2.773919,2.772307,2.771019,2.77263,2.351817,1.072944,0.513256,0.310261,0.234218,0.202641,0.188141,0.181697,0.178475,0.176864,0.175897,0.175575,0.17493,0.173964,0.174286,0.174286,0.173641,0.173641,0.173641,0.172353,100
43,0.170741,0.170097,0.169775,0.170097,0.170741,0.170419,0.169453,0.170419,0.170097,0.169775,0.170097,0.171386,0.170419,0.170097,0.171708,0.171064,0.16913,0.170097,0.170097,0.170419,0.854804,2.215519,2.617644,2.744597,2.786807,2.793896,2.795185,2.797762,2.796151,2.796151,2.796474,2.795829,2.796151,2.795185,2.783585,2.784874,2.784552,2.783585,2.781652,2.783263,2.782941,2.781974,2.782296,2.781652,2.781007,2.76973,2.771985,2.771341,2.769407,2.768441,2.340217,1.068111,0.511001,0.309294,0.232607,0.201674,0.187819,0.181697,0.178475,0.177186,0.17493,0.175252,0.17493,0.173964,0.173641,0.173319,0.173319,0.172997,0.172997,0.172997,100
44,0.169453,0.170097,0.169453,0.170097,0.16913,0.16913,0.170097,0.170097,0.169775,0.169775,0.169775,0.170097,0.16913,0.169775,0.169775,0.169775,0.169453,0.170097,0.169453,0.170741,0.744929,2.174276,2.600567,2.738797,2.781974,2.798407,2.80324,2.79454,2.796796,2.79454,2.795507,2.795185,2.795507,2.794218,2.794862,2.785518,2.785518,2.786485,2.78584,2.787774,2.779718,2.780041,2.777785,2.779074,2.779396,2.779718,2.779396,2.76973,2.771663,2.76973,2.401438,1.100332,0.523245,0.316383,0.235184,0.203285,0.189752,0.181697,0.179119,0.176864,0.175252,0.174608,0.17493,0.174608,0.173964,0.174608,0.173641,0.173319,0.172997,0.172997,100
45,0.170741,0.170741,0.170741,0.169775,0.170741,0.170097,0.169775,0.170097,0.170419,0.170419,0.170419,0.170419,0.170419,0.170741,0.171064,0.170097,0.170419,0.171386,0.170419,0.170741,0.703685,2.166221,2.5967,2.734608,2.780041,2.794862,2.801951,2.80324,2.80324,2.802273,2.792285,2.793251,2.792285,2.792929,2.792607,2.792607,2.787129,2.785196,2.782618,2.784229,2.784874,2.784552,2.781007,2.776818,2.77553,2.776174,2.777463,2.778107,2.776818,2.771341,2.653088,1.240496,0.57641,0.333782,0.241951,0.20683,0.189752,0.182986,0.179119,0.176541,0.17493,0.175252,0.173964,0.173641,0.174286,0.174286,0.173319,0.172997,0.172675,0.171386,100
46,0.170097,0.169775,0.171064,0.169775,0.170097,0.169775,0.16913,0.169453,0.169453,0.170097,0.169453,0.170419,0.170419,0.169775,0.170097,0.170741,0.169775,0.169775,0.171064,0.170419,0.632476,2.140443,2.588967,2.731386,2.777785,2.795185,2.800985,2.802918,2.802918,2.793896,2.794218,2.79164,2.792607,2.793251,2.793896,2.784552,2.785196,2.784229,2.782941,2.783263,2.782618,2.784552,2.784229,2.774563,2.775207,2.773919,2.775207,2.77553,2.777141,2.776174,2.734286,1.287862,0.594132,0.340549,0.245818,0.207474,0.191041,0.182986,0.178797,0.177508,0.17493,0.174608,0.174286,0.172675,0.173964,0.173641,0.173319,0.173319,0.172997,0.172997,100
47,0.170097,0.170419,0.170741,0.169775,0.170097,0.170419,0.169775,0.171386,0.170419,0.171064,0.170419,0.170419,0.170097,0.170097,0.169775,0.170741,0.170097,0.170419,0.170741,0.170741,0.473624,2.077611,2.577689,2.724297,2.775852,2.792285,2.800018,2.801629,2.802273,2.791963,2.793896,2.791318,2.792929,2.792929,2.793574,2.786485,2.784874,2.785518,2.787129,2.784874,2.779718,2.776818,2.777463,2.779396,2.779396,2.76973,2.771663,2.770052,2.771663,2.773274,2.769085,1.409981,0.641498,0.356982,0.252584,0.209729,0.190719,0.183308,0.177508,0.176541,0.174286,0.173964,0.172675,0.172675,0.17203,0.172675,0.17203,0.172353,0.172353,0.17203,100
48,0.168486,0.170097,0.169775,0.168808,0.168808,0.168808,0.168808,0.16913,0.168808,0.169453,0.169775,0.170097,0.16913,0.16913,0.169775,0.169453,0.169453,0.170097,0.16913,0.16913,0.333138,2.010913,2.55449,2.722364,2.778107,2.790029,2.794862,2.799051,2.799696,2.799696,2.791963,2.790674,2.789707,2.791318,2.790351,2.790029,2.789707,2.789385,2.778752,2.780685,2.77843,2.779074,2.780041,2.780685,2.780041,2.76973,2.770374,2.770696,2.769407,2.770374,2.771019,1.456058,0.660186,0.363748,0.255162,0.211663,0.192974,0.18363,0.180086,0.177508,0.175252,0.174286,0.173319,0.173964,0.173319,0.173319,0.172997,0.172997,0.172997,0.172997,100
49,0.170097,0.170419,0.170419,0.169775,0.170097,0.171064,0.170419,0.170419,0.170741,0.170741,0.170741,0.170419,0.168808,0.170097,0.16913,0.170097,0.169775,0.169453,0.169453,0.170097,0.212952,1.947114,2.53709,2.716886,2.777141,2.787452,2.796796,2.797118,2.795829,2.796796,2.797118,2.797118,2.796151,2.78874,2.78874,2.786807,2.786807,2.787129,2.786807,2.786807,2.786807,2.777463,2.779718,2.776496,2.77843,2.780041,2.780685,2.771341,2.771341,2.770696,2.753941,1.299784,0.598321,0.341838,0.247106,0.208441,0.191363,0.183308,0.179119,0.176864,0.175897,0.174286,0.175575,0.173964,0.174286,0.173319,0.172997,0.172675,0.17203,0.172353,100
50,0.169775,0.171064,0.169775,0.170097,0.170741,0.171064,0.169775,0.170097,0.170741,0.170741,0.170097,0.170097,0.170097,0.170419,0.170419,0.169775,0.170419,0.169775,0.170419,0.169775,0.296405,1.993191,2.550946,2.722364,2.77843,2.797762,2.799051,2.798729,2.79744,2.796474,2.79744,2.797762,2.79744,2.79744,2.788418,2.789063,2.786485,2.78584,2.786163,2.785518,2.786163,2.785518,2.784874,2.783907,2.783907,2.775207,2.772307,2.773596,2.77263,2.770696,2.719464,1.279806,0.591555,0.339904,0.24614,0.207796,0.190719,0.182986,0.179119,0.176541,0.175252,0.172997,0.175252,0.173319,0.173641,0.173319,0.172675,0.172997,0.174286,0.172997,100
51,0.169453,0.171708,0.169453,0.172675,0.170097,0.171064,0.170419,0.171064,0.171064,0.169453,0.169775,0.171386,0.170741,0.171386,0.171064,0.170741,0.171386,0.171064,0.170419,0.170097,0.170097,1.910704,2.526457,2.713664,2.775207,2.795507,2.802273,2.803885,2.804529,2.803562,2.798407,2.79164,2.792285,2.791318,2.790029,2.790029,2.790351,2.790351,2.790029,2.78874,2.787774,2.787452,2.784552,2.77553,2.777141,2.776496,2.774563,2.775207,2.774885,2.774563,2.774563,1.33845,0.613787,0.348282,0.248718,0.209407,0.19233,0.182663,0.178797,0.176541,0.17783,0.17203,0.177186,0.173641,0.173319,0.173641,0.173964,0.173641,0.173641,0.172997,100
52,0.170741,0.169453,0.170741,0.171386,0.171064,0.170097,0.171064,0.170741,0.170419,0.171064,0.170741,0.171064,0.170419,0.170419,0.171064,0.171064,0.171064,0.170741,0.171064,0.170741,0.378892,2.033146,2.561579,2.726553,2.781007,2.798407,2.803885,2.798407,2.79744,2.796796,2.79744,2.796796,2.796796,2.796474,2.788418,2.787452,2.786163,2.786163,2.786163,2.787129,2.786807,2.777141,2.777785,2.779074,2.779718,2.780685,2.775852,2.771985,2.770374,2.771663,2.77263,1.357138,0.620232,0.349893,0.24904,0.210052,0.191363,0.18363,0.179441,0.177186,0.175897,0.174608,0.174608,0.174286,0.174286,0.173641,0.173319,0.173319,0.173319,0.172675,100
53,0.16913,0.169775,0.169453,0.169775,0.169775,0.17203,0.170097,0.170741,0.170419,0.170741,0.170419,0.170419,0.171064,0.169453,0.170097,0.170097,0.170419,0.170097,0.170097,0.171064,0.181052,1.927459,2.525491,2.712698,2.771663,2.793896,2.801951,2.802918,2.802918,2.801951,2.792285,2.792929,2.790996,2.790029,2.789385,2.790996,2.790029,2.789707,2.789385,2.78874,2.788096,2.777141,2.779718,2.777463,2.777141,2.777463,2.777463,2.777785,2.777785,2.777463,2.771019,1.585911,0.713674,0.384692,0.263862,0.215207,0.194908,0.185241,0.180408,0.177186,0.174608,0.175252,0.174608,0.17493,0.174286,0.172675,0.173964,0.172997,0.172997,0.173319,100
54,0.171708,0.171064,0.171064,0.170419,0.170419,0.169453,0.170741,0.171386,0.169453,0.171064,0.169775,0.169775,0.170741,0.170419,0.171386,0.170419,0.170419,0.170097,0.171064,0.171708,0.171386,1.70803,2.467814,2.693042,2.764896,2.790996,2.799696,2.801307,2.801629,2.801629,2.80034,2.80034,2.789385,2.791318,2.788418,2.789385,2.789063,2.78874,2.788096,2.787452,2.787129,2.781007,2.776818,2.777785,2.775207,2.776174,2.776818,2.776818,2.777141,2.776174,2.774885,1.541445,0.694986,0.376959,0.259995,0.214563,0.193619,0.184274,0.179441,0.177186,0.175897,0.17493,0.174286,0.17493,0.173964,0.173641,0.173641,0.17203,0.173319,0.173319,100
55,0.169775,0.170741,0.169453,0.169453,0.170419,0.168808,0.172353,0.16913,0.170741,0.170741,0.169775,0.170097,0.170097,0.171064,0.170741,0.170097,0.170741,0.170419,0.170419,0.170419,0.169453,1.856249,2.511313,2.710442,2.76683,2.790351,2.799374,2.80324,2.803885,2.796796,2.796151,2.79744,2.797762,2.787452,2.789385,2.788096,2.790674,2.790351,2.786807,2.783263,2.782296,2.783907,2.785518,2.783585,2.777141,2.776174,2.77843,2.779718,2.780041,2.773274,2.771019,1.67742,0.752662,0.397259,0.269662,0.21714,0.196196,0.185563,0.18073,0.177508,0.176864,0.175252,0.176219,0.173964,0.174608,0.177186,0.169775,0.175252,0.172675,0.174608,100
56,0.170741,0.170097,0.170097,0.171064,0.170741,0.169453,0.170097,0.171708,0.171386,0.170741,0.171064,0.171064,0.170741,0.171386,0.171064,0.171386,0.170741,0.170419,0.171386,0.170741,0.171064,1.743796,2.481669,2.699487,2.766508,2.791963,2.798085,2.799374,2.800985,2.801307,2.800662,2.800018,2.799374,2.799374,2.787452,2.78874,2.78874,2.787129,2.785518,2.785518,2.785518,2.784874,2.784874,2.784552,2.785518,2.774241,2.776818,2.775207,2.773274,2.773596,2.774241,1.464758,0.664697,0.366326,0.255806,0.211663,0.194263,0.184919,0.180086,0.177508,0.176219,0.175252,0.174286,0.174608,0.173964,0.173964,0.174286,0.174286,0.172997,0.175252,100
57,0.171064,0.17203,0.170419,0.171064,0.170741,0.170097,0.170741,0.171064,0.169453,0.171386,0.172675,0.170419,0.171386,0.170097,0.171386,0.17203,0.170419,0.170741,0.171386,0.170741,0.170741,1.864305,2.512602,2.708831,2.775852,2.798085,2.805496,2.79744,2.798085,2.799051,2.801629,2.800662,2.80034,2.792929,2.790996,2.792285,2.791963,2.792285,2.793896,2.780363,2.784874,2.782941,2.783585,2.783907,2.785196,2.783907,2.773596,2.77553,2.775207,2.775207,2.775852,1.52179,0.687252,0.375026,0.259995,0.214885,0.194908,0.184274,0.18073,0.177508,0.177508,0.175897,0.175252,0.17493,0.174608,0.174608,0.173641,0.173641,0.173641,0.174286,100
58,0.170741,0.170419,0.170419,0.170741,0.170741,0.170419,0.171064,0.170741,0.170419,0.170097,0.169775,0.170097,0.171064,0.171386,0.171386,0.170097,0.171386,0.171708,0.171064,0.171708,0.171386,1.554656,2.424959,2.679832,2.764574,2.79454,2.804851,2.807429,2.798729,2.80034,2.798407,2.799374,2.799374,2.799374,2.789385,2.792285,2.790996,2.792285,2.79164,2.792929,2.784229,2.783907,2.782618,2.782618,2.783907,2.783907,2.785196,2.773919,2.777141,2.775207,2.776496,1.786651,0.800028,0.415303,0.275784,0.220363,0.19813,0.187174,0.180408,0.178475,0.176864,0.176541,0.175575,0.175252,0.175575,0.174286,0.173964,0.173964,0.174286,0.174608,100
59,0.171708,0.171708,0.17203,0.171064,0.171386,0.171064,0.170741,0.171386,0.171064,0.171708,0.169453,0.171064,0.171386,0.170741,0.171064,0.171708,0.171386,0.170741,0.172353,0.171064,0.171386,1.478291,2.402404,2.674354,2.764896,2.795185,2.80614,2.804207,2.802918,2.801629,2.802918,2.803562,2.80324,2.795185,2.793574,2.79454,2.795829,2.795829,2.794218,2.788418,2.786163,2.786485,2.787129,2.787452,2.789063,2.777785,2.780685,2.779718,2.780041,2.781007,2.782296,1.741541,0.781984,0.409181,0.27385,0.220685,0.197485,0.186852,0.181697,0.178797,0.17783,0.177186,0.176541,0.176219,0.175575,0.175575,0.174608,0.17493,0.174608,0.17493,100
60,0.171708,0.171386,0.17203,0.172675,0.172675,0.171386,0.171386,0.171708,0.171064,0.171064,0.171064,0.173964,0.171064,0.173641,0.171386,0.172675,0.17203,0.17203,0.17203,0.172353,0.17203,1.654543,2.459759,2.693687,2.768119,2.795829,2.801307,2.804851,2.803885,2.805496,2.804529,2.803885,2.80324,2.802273,2.791318,2.794218,2.791318,2.791963,2.792607,2.79164,2.791963,2.790351,2.790674,2.779396,2.781329,2.781007,2.779396,2.779074,2.778752,2.780363,2.778752,1.805339,0.809372,0.418203,0.277072,0.221329,0.197485,0.18653,0.181375,0.179763,0.17783,0.176541,0.174608,0.17493,0.174608,0.17493,0.175252,0.174286,0.175252,0.174608,100
61,0.172675,0.171708,0.171064,0.171064,0.171386,0.171386,0.171064,0.171386,0.17203,0.171708,0.17203,0.171386,0.17203,0.17203,0.17203,0.171386,0.171386,0.171386,0.172353,0.170097,0.17203,1.516635,2.415937,2.680476,2.767474,2.797118,2.807429,2.799696,2.802273,2.801629,2.802273,2.802596,2.801307,2.801307,2.790996,2.792607,2.790996,2.790996,2.79164,2.79164,2.792285,2.785196,2.783263,2.782296,2.782296,2.782618,2.782941,2.783263,2.782941,2.773919,2.773596,1.77054,0.793584,0.412725,0.274495,0.220363,0.197485,0.18653,0.181697,0.179763,0.177186,0.175897,0.175575,0.175252,0.174608,0.17493,0.174608,0.174608,0.173964,0.17493,100
62,0.171064,0.171708,0.171386,0.170741,0.170419,0.171708,0.171708,0.170097,0.171708,0.170741,0.171708,0.171064,0.171386,0.169453,0.173319,0.170741,0.172353,0.171386,0.17203,0.169775,0.17203,1.651321,2.456536,2.696587,2.764896,2.792607,2.802918,2.806462,2.807429,2.798729,2.799051,2.799374,2.800662,2.799696,2.790996,2.793251,2.790996,2.791963,2.792607,2.792929,2.786163,2.78584,2.786163,2.789063,2.779074,2.780041,2.780363,2.781329,2.781974,2.774563,2.772952,1.882027,0.844171,0.431414,0.281583,0.222618,0.19813,0.186852,0.182019,0.178152,0.176864,0.177186,0.17493,0.174286,0.174608,0.174608,0.173641,0.175252,0.17493,0.173319,100
63,0.170419,0.171386,0.171064,0.170741,0.170741,0.171064,0.170741,0.170741,0.170741,0.170097,0.170741,0.170741,0.171386,0.170741,0.171064,0.170097,0.171064,0.170741,0.171386,0.171708,0.170741,1.517601,2.415615,2.679509,2.767152,2.796151,2.805818,2.799696,2.800985,2.799696,2.800018,2.800985,2.800662,2.80034,2.793574,2.791963,2.790029,2.791318,2.790674,2.789707,2.790674,2.790029,2.78584,2.781652,2.780685,2.778752,2.779718,2.780363,2.779718,2.780041,2.780041,1.897171,0.850616,0.433669,0.281906,0.223585,0.198774,0.18653,0.182019,0.178797,0.177508,0.175897,0.175897,0.17493,0.17493,0.174286,0.172997,0.174286,0.173641,0.173964,100
64,0.172353,0.17203,0.171064,0.171064,0.170741,0.17203,0.17203,0.171064,0.171064,0.171708,0.170741,0.171708,0.171708,0.172675,0.171386,0.170741,0.174608,0.16913,0.172997,0.171064,0.172353,1.585589,2.439137,2.683376,2.765863,2.792929,2.80034,2.802273,2.801629,2.801951,2.802596,2.801629,2.801629,2.801307,2.799696,2.789707,2.791963,2.789707,2.789707,2.790029,2.789385,2.789385,2.789707,2.78874,2.787129,2.777785,2.776174,2.780363,2.776174,2.776174,2.773919,1.804051,0.808083,0.417881,0.277395,0.221329,0.198774,0.186852,0.182341,0.179441,0.178152,0.175897,0.176219,0.176541,0.175897,0.17493,0.173641,0.17493,0.175252,0.17493,100
65,0.171708,0.171064,0.17203,0.171064,0.171064,0.17203,0.17203,0.17203,0.172353,0.171708,0.171708,0.171708,0.171708,0.171708,0.171386,0.171064,0.171708,0.171708,0.172675,0.171064,0.17203,1.469269,2.403371,2.678221,2.767152,2.797118,2.807107,2.80904,2.809684,2.799696,2.80034,2.797762,2.797762,2.798407,2.797118,2.795507,2.794862,2.794862,2.793896,2.793574,2.792285,2.791963,2.78874,2.780363,2.778752,2.780685,2.779396,2.777141,2.775852,2.776496,2.77553,1.826928,0.818072,0.420458,0.278039,0.221329,0.19813,0.186208,0.181697,0.179119,0.177186,0.175897,0.175575,0.174608,0.17493,0.175252,0.174286,0.174286,0.173319,0.174608,100
66,0.171064,0.171386,0.171386,0.170741,0.17203,0.171708,0.17203,0.17203,0.170741,0.171064,0.171386,0.171386,0.170741,0.170741,0.171064,0.171386,0.170741,0.171708,0.17203,0.17203,1.340061,2.364061,2.664043,2.758774,2.791318,2.801951,2.80614,2.806462,2.805818,2.805818,2.805173,2.79454,2.795829,2.795507,2.792607,2.791318,2.790996,2.790996,2.790029,2.789385,2.789063,2.789385,2.788096,2.788096,2.788096,2.778752,2.778107,2.77843,2.775852,2.776174,2.052479,0.923436,0.460091,0.291894,0.22874,0.201352,0.188463,0.182986,0.179119,0.177186,0.176541,0.176541,0.175897,0.175897,0.175252,0.173964,0.173641,0.173319,0.17493,0.173641,100
67,0.172353,0.170097,0.171386,0.171708,0.17203,0.171064,0.171708,0.172353,0.172997,0.171708,0.172675,0.170419,0.171386,0.171708,0.171064,0.172353,0.171386,0.170097,0.172353,0.170097,1.384849,2.379205,2.669843,2.764252,2.797118,2.807107,2.810007,2.810007,2.800018,2.801951,2.800018,2.798085,2.79744,2.79744,2.79744,2.797118,2.795829,2.795507,2.793896,2.794218,2.793251,2.792607,2.781007,2.783263,2.782941,2.781007,2.781652,2.781974,2.780685,2.782941,1.970636,0.886704,0.445913,0.288028,0.226485,0.200063,0.187497,0.182986,0.179441,0.178152,0.178152,0.177186,0.17493,0.175252,0.174286,0.174286,0.17493,0.174608,0.175575,0.175252,100
